entity_id,entity_type,name,description,temperature_max,strength,conductivity,ph,salinity,source
gene-fallback-0420,gene,FOXO519,Synthetic fallback gene record; membrane transport associated gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0421,gene,FOXO520,Synthetic fallback gene record; stress response regulator. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0422,gene,ABC521,Synthetic fallback gene record; membrane transport associated gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0423,gene,SLC522,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0424,gene,NFKB523,Synthetic fallback gene record; signaling pathway component. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0425,gene,KRT524,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0426,gene,COL525,Synthetic fallback gene record; stress response regulator. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0427,gene,ABC526,Synthetic fallback gene record; signaling pathway component. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0428,gene,MAPK527,Synthetic fallback gene record; signaling pathway component. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0429,gene,NFKB528,Synthetic fallback gene record; signaling pathway component. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0430,gene,NFKB529,Synthetic fallback gene record; signaling pathway component. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0431,gene,MAPK530,Synthetic fallback gene record; membrane transport associated gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0432,gene,KRT531,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0433,gene,NFKB532,Synthetic fallback gene record; stress response regulator. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0434,gene,COL533,Synthetic fallback gene record; stress response regulator. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0435,gene,KRT534,Synthetic fallback gene record; membrane transport associated gene. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0436,gene,COL535,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0437,gene,SLC536,Synthetic fallback gene record; membrane transport associated gene. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0438,gene,ABC537,Synthetic fallback gene record; signaling pathway component. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0439,gene,HSP538,Synthetic fallback gene record; signaling pathway component. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0440,gene,MAPK539,Synthetic fallback gene record; membrane transport associated gene. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0441,gene,NFKB540,Synthetic fallback gene record; membrane transport associated gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0442,gene,HSP541,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0443,gene,SLC542,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0444,gene,FOXO543,Synthetic fallback gene record; membrane transport associated gene. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0445,gene,KRT544,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0446,gene,COL545,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0447,gene,KRT546,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0448,gene,NFKB547,Synthetic fallback gene record; membrane transport associated gene. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0449,gene,KRT548,Synthetic fallback gene record; stress response regulator. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0450,gene,COL549,Synthetic fallback gene record; stress response regulator. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0451,gene,KRT550,Synthetic fallback gene record; stress response regulator. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0452,gene,KRT551,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0453,gene,MAPK552,Synthetic fallback gene record; stress response regulator. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0454,gene,FOXO553,Synthetic fallback gene record; signaling pathway component. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0455,gene,MAPK554,Synthetic fallback gene record; stress response regulator. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0456,gene,COL555,Synthetic fallback gene record; membrane transport associated gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0457,gene,ABC556,Synthetic fallback gene record; signaling pathway component. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0458,gene,HSP557,Synthetic fallback gene record; signaling pathway component. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0459,gene,COL558,Synthetic fallback gene record; membrane transport associated gene. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0460,gene,HSP559,Synthetic fallback gene record; signaling pathway component. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0461,gene,NFKB560,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0462,gene,HSP561,Synthetic fallback gene record; stress response regulator. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0463,gene,KRT562,Synthetic fallback gene record; membrane transport associated gene. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0464,gene,MAPK563,Synthetic fallback gene record; stress response regulator. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0465,gene,SLC564,Synthetic fallback gene record; signaling pathway component. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0466,gene,HSP565,Synthetic fallback gene record; membrane transport associated gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0467,gene,FOXO566,Synthetic fallback gene record; stress response regulator. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0468,gene,FOXO567,Synthetic fallback gene record; stress response regulator. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0469,gene,NFKB568,Synthetic fallback gene record; signaling pathway component. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0470,gene,HSP569,Synthetic fallback gene record; signaling pathway component. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0471,gene,MAPK570,Synthetic fallback gene record; membrane transport associated gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0472,gene,COL571,Synthetic fallback gene record; stress response regulator. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0473,gene,MAPK572,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0474,gene,MAPK573,Synthetic fallback gene record; signaling pathway component. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0475,gene,HSP574,Synthetic fallback gene record; signaling pathway component. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0476,gene,COL575,Synthetic fallback gene record; membrane transport associated gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0477,gene,COL576,Synthetic fallback gene record; membrane transport associated gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0478,gene,COL577,Synthetic fallback gene record; signaling pathway component. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0479,gene,FOXO578,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0480,gene,NFKB579,Synthetic fallback gene record; stress response regulator. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0481,gene,HSP580,Synthetic fallback gene record; signaling pathway component. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0482,gene,HSP581,Synthetic fallback gene record; membrane transport associated gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0483,gene,COL582,Synthetic fallback gene record; signaling pathway component. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0484,gene,FOXO583,Synthetic fallback gene record; signaling pathway component. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0485,gene,SLC584,Synthetic fallback gene record; signaling pathway component. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0486,gene,HSP585,Synthetic fallback gene record; signaling pathway component. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0487,gene,ABC586,Synthetic fallback gene record; signaling pathway component. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0488,gene,MAPK587,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0489,gene,COL588,Synthetic fallback gene record; membrane transport associated gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0490,gene,FOXO589,Synthetic fallback gene record; signaling pathway component. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0491,gene,ABC590,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0492,gene,MAPK591,Synthetic fallback gene record; membrane transport associated gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0493,gene,COL592,Synthetic fallback gene record; stress response regulator. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0494,gene,COL593,Synthetic fallback gene record; signaling pathway component. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0495,gene,FOXO594,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0496,gene,FOXO595,Synthetic fallback gene record; signaling pathway component. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0497,gene,HSP596,Synthetic fallback gene record; signaling pathway component. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0498,gene,KRT597,Synthetic fallback gene record; stress response regulator. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0499,gene,MAPK598,Synthetic fallback gene record; signaling pathway component. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0500,gene,HSP599,Synthetic fallback gene record; membrane transport associated gene. Organism: Mus musculus.,,,,,,GenBank fallback
